Identifier,Title,Start date,End date,Number of deaths,Incident_Type,State,number_of_death,Incident Duration,Month_Year,Day_of_Week,Year
IBD031578,"Pastor's Corpse, Bayelsa",2023-10-01,2023-10-01,1,Pastor's Corpse, Bayelsa,1,0,2023-10,Sunday,2023
IBD028083,"Gunmen Kill 9, Plateau",2023-10-01,2023-10-01,8,Gunmen Kill 9, Plateau,8,0,2023-10,Sunday,2023
IBD028081,"Auto Crash/Inferno, Delta",2023-10-01,2023-10-01,7,Auto Crash/Inferno, Delta,7,0,2023-10,Sunday,2023
IBD028091,"ISWAP vs Boko Haram, Borno",2023-10-01,2023-10-01,1,ISWAP vs Boko Haram, Borno,1,0,2023-10,Sunday,2023
IBD028104,"Assailants vs Consultant, Rivers",2023-10-01,2023-10-01,1,Assailants vs Consultant, Rivers,1,0,2023-10,Sunday,2023
IBD028090,"ISWAP Kill 1, Borno",2023-10-01,2023-10-01,1,ISWAP Kill 1, Borno,1,0,2023-10,Sunday,2023
IBD028085,"Auto Crash, Ogun",2023-10-01,2023-10-01,1,Auto Crash, Ogun,1,0,2023-10,Sunday,2023
IBD028107,"Men Behead Woman, Kogi",2023-10-01,2023-10-01,1,Men Behead Woman, Kogi,1,0,2023-10,Sunday,2023
IBD028282,"Found Dead, Abia",2023-09-30,2023-09-30,70,Found Dead, Abia,70,0,2023-09,Saturday,2023
IBD028294,"Boko Haram vs Police, Borno",2023-09-30,2023-09-30,1,Boko Haram vs Police, Borno,1,0,2023-09,Saturday,2023
IBD028082,"Fire Outbreak, Rivers",2023-09-30,2023-09-30,28,Fire Outbreak, Rivers,28,0,2023-09,Saturday,2023
IBD028159,"Couple Found Dead, Delta",2023-09-30,2023-09-30,2,Couple Found Dead, Delta,2,0,2023-09,Saturday,2023
IBD028097,"Man Drowns, Ogun",2023-09-30,2023-09-30,1,Man Drowns, Ogun,1,0,2023-09,Saturday,2023
IBD028078,"Banditry, Kaduna",2023-09-30,2023-09-30,1,Banditry, Kaduna,1,0,2023-09,Saturday,2023
IBD028527,"Robbery Attack, Ogun",2023-09-30,2023-10-20,2,Robbery Attack, Ogun,2,20,2023-09,Saturday,2023
IBD028106,"Auto Crash, Lagos",2023-09-29,2023-09-29,1,Auto Crash, Lagos,1,0,2023-09,Friday,2023
IBD028087,"ISWAP Kill 2, Borno",2023-09-29,2023-10-01,2,ISWAP Kill 2, Borno,2,2,2023-09,Friday,2023
IBD028101,"Vigilante vs Okada Man, Niger",2023-09-29,2023-09-29,1,Vigilante vs Okada Man, Niger,1,0,2023-09,Friday,2023
IBD028073,"Mob vs Commercial Driver, Plateau",2023-09-28,2023-09-28,1,Mob vs Commercial Driver, Plateau,1,0,2023-09,Thursday,2023
IBD028088,"Army vs ISWAP, Borno",2023-09-28,2023-09-28,20,Army vs ISWAP, Borno,20,0,2023-09,Thursday,2023
IBD028077,"Hotel Manager, Kwara",2023-09-28,2023-09-28,1,Hotel Manager, Kwara,1,0,2023-09,Thursday,2023
IBD028142,"Domestic Violence, Bauchi",2023-09-28,2023-09-28,1,Domestic Violence, Bauchi,1,0,2023-09,Thursday,2023
IBD028096,"Undergraduate Student, Katsina",2023-09-28,2023-09-28,1,Undergraduate Student, Katsina,1,0,2023-09,Thursday,2023
IBD028066,"Auto Crash, Ogun",2023-09-27,2023-09-27,1,Auto Crash, Ogun,1,0,2023-09,Wednesday,2023
IBD028071,"Police vs Kidnappers, Delta",2023-09-27,2023-09-27,4,Police vs Kidnappers, Delta,4,0,2023-09,Wednesday,2023
IBD028095,"NAF vs Boko Haram, Borno",2023-09-27,2023-09-30,18,NAF vs Boko Haram, Borno,18,3,2023-09,Wednesday,2023
IBD028072,"Auto Crash, Osun",2023-09-27,2023-09-27,4,Auto Crash, Osun,4,0,2023-09,Wednesday,2023
IBD028075,"Woman vs Stepson, Lagos",2023-09-27,2023-09-27,1,Woman vs Stepson, Lagos,1,0,2023-09,Wednesday,2023
IBD029811,"Retired General, Imo",2023-09-27,2023-09-27,1,Retired General, Imo,1,0,2023-09,Wednesday,2023
IBD028069,"Gunmen Attack, Kaduna",2023-09-26,2023-09-26,1,Gunmen Attack, Kaduna,1,0,2023-09,Tuesday,2023
IBD028067,"Bandits Kill 6, Kaduna",2023-09-26,2023-09-26,6,Bandits Kill 6, Kaduna,6,0,2023-09,Tuesday,2023
IBD028068,"Gunmen Kill 2, Kwara",2023-09-26,2023-09-26,2,Gunmen Kill 2, Kwara,2,0,2023-09,Tuesday,2023
IBD028084,"Assailants vs Woman, FCT (Abuja)",2023-09-26,2023-09-26,1,Assailants vs Woman, FCT (Abuja),1,0,2023-09,Tuesday,2023
IBD028065,"Woman vs Husband, Ondo",2023-09-26,2023-09-26,1,Woman vs Husband, Ondo,1,0,2023-09,Tuesday,2023
IBD028062,Auto Crash. Edo,2023-09-25,2023-09-25,5,Auto Crash. Edo,Edo,5,0,2023-09,Monday,2023
IBD028074,"Flood Disaster, Gombe",2023-09-25,2023-09-25,1,Flood Disaster, Gombe,1,0,2023-09,Monday,2023
IBD028070,"Gunmen Attack, Edo",2023-09-24,2023-09-24,2,Gunmen Attack, Edo,2,0,2023-09,Sunday,2023
IBD028060,"Man Drowns, Kano",2023-09-24,2023-09-24,1,Man Drowns, Kano,1,0,2023-09,Sunday,2023
IBD028054,"Army vs Bandits, Sokoto",2023-09-24,2023-09-24,20,Army vs Bandits, Sokoto,20,0,2023-09,Sunday,2023
IBD028064,"Auto Crash, FCT (Abuja)",2023-09-24,2023-09-24,1,Auto Crash, FCT (Abuja),1,0,2023-09,Sunday,2023
IBD028050,"Boko Haram Attack, Borno",2023-09-23,2023-09-23,5,Boko Haram Attack, Borno,5,0,2023-09,Saturday,2023
IBD028045,"Army vs Bandits, Zamfara",2023-09-23,2023-09-23,5,Army vs Bandits, Zamfara,5,0,2023-09,Saturday,2023
IBD028057,"Boko Haram vs Farmers, Borno",2023-09-23,2023-09-23,10,Boko Haram vs Farmers, Borno,10,0,2023-09,Saturday,2023
IBD028063,"Man vs Neigbhour, Delta",2023-09-23,2023-09-23,1,Man vs Neigbhour, Delta,1,0,2023-09,Saturday,2023
IBD028079,"Man Kills Lady, Kaduna",2023-09-23,2023-09-23,1,Man Kills Lady, Kaduna,1,0,2023-09,Saturday,2023
IBD028053,"Gunmen vs Fulani Leader, Plateau",2023-09-23,2023-09-23,1,Gunmen vs Fulani Leader, Plateau,1,0,2023-09,Saturday,2023
IBD028047,"Pastor Kills Young Lady, Delta",2023-09-22,2023-09-22,1,Pastor Kills Young Lady, Delta,1,0,2023-09,Friday,2023
IBD028049,"Electrocusion, Lagos",2023-09-21,2023-09-21,2,Electrocusion, Lagos,2,0,2023-09,Thursday,2023
IBD028034,"Gunmen vs Nursing Mother, Osun",2023-09-21,2023-09-21,1,Gunmen vs Nursing Mother, Osun,1,0,2023-09,Thursday,2023
IBD028048,"Assailants vs Man, Abia",2023-09-21,2023-09-21,1,Assailants vs Man, Abia,1,0,2023-09,Thursday,2023
IBD028046,"Gunmen vs Vigilantes, Edo",2023-09-21,2023-09-21,6,Gunmen vs Vigilantes, Edo,6,0,2023-09,Thursday,2023
IBD028061,"Herdsmen vs Farmers, Nasarawa",2023-09-20,2023-09-20,1,Herdsmen vs Farmers, Nasarawa,1,0,2023-09,Wednesday,2023
IBD028038,"Gunmen Attack, Benue",2023-09-20,2023-09-20,3,Gunmen Attack, Benue,3,0,2023-09,Wednesday,2023
IBD028036,"Security Operatives vs Kidnappers, Anambra",2023-09-20,2023-09-20,1,Security Operatives vs Kidnappers, Anambra,1,0,2023-09,Wednesday,2023
IBD028037,"Banditry, Kebbi",2023-09-20,2023-09-20,23,Banditry, Kebbi,23,0,2023-09,Wednesday,2023
IBD028042,"Gunmen vs Police Officer, Enugu",2023-09-20,2023-09-20,2,Gunmen vs Police Officer, Enugu,2,0,2023-09,Wednesday,2023
IBD028031,"NAF vs Boko Terrorists, Borno",2023-09-20,2023-09-20,8,NAF vs Boko Terrorists, Borno,8,0,2023-09,Wednesday,2023
IBD028165,"Man vs Friend, Ondo",2023-09-20,2023-09-20,1,Man vs Friend, Ondo,1,0,2023-09,Wednesday,2023
IBD028026,"Gunmen vs Security Operatives, Imo",2023-09-19,2023-09-19,9,Gunmen vs Security Operatives, Imo,9,0,2023-09,Tuesday,2023
IBD028029,"Man Dies Inside Well, Kano",2023-09-19,2023-09-19,1,Man Dies Inside Well, Kano,1,0,2023-09,Tuesday,2023
IBD028059,"Herders Attack, Nasarawa",2023-09-19,2023-09-19,1,Herders Attack, Nasarawa,1,0,2023-09,Tuesday,2023
IBD028033,"Hunter vs Girl, Lagos",2023-09-19,2023-09-19,1,Hunter vs Girl, Lagos,1,0,2023-09,Tuesday,2023
IBD028011,"Auto Crash, Anambra",2023-09-18,2023-09-18,1,Auto Crash, Anambra,1,0,2023-09,Monday,2023
IBD028116,"Man vs Friend, Imo",2023-09-18,2023-09-18,1,Man vs Friend, Imo,1,0,2023-09,Monday,2023
IBD028058,"Herders vs Farmers, Nasarawa",2023-09-18,2023-09-19,2,Herders vs Farmers, Nasarawa,2,1,2023-09,Monday,2023
IBD028020,"Army vs Gunmen, Abia",2023-09-18,2023-09-18,3,Army vs Gunmen, Abia,3,0,2023-09,Monday,2023
IBD028019,"Security Operatives vs Gunmen, Enugu",2023-09-18,2023-09-18,3,Security Operatives vs Gunmen, Enugu,3,0,2023-09,Monday,2023
IBD028027,"Police vs Kidnappers, Rivers",2023-09-18,2023-09-18,4,Police vs Kidnappers, Rivers,4,0,2023-09,Monday,2023
IBD028025,"Boy Dies, Lagos",2023-09-18,2023-09-18,1,Boy Dies, Lagos,1,0,2023-09,Monday,2023
IBD028028,"Bandits, Niger",2023-09-17,2023-09-17,4,Bandits, Niger,4,0,2023-09,Sunday,2023
IBD028055,"Herders vs Employer, Oyo",2023-09-17,2023-09-17,1,Herders vs Employer, Oyo,1,0,2023-09,Sunday,2023
IBD028009,"Auto Crash, Ogun",2023-09-17,2023-09-17,5,Auto Crash, Ogun,5,0,2023-09,Sunday,2023
IBD028032,"Doctor Dies, Lagos",2023-09-17,2023-09-17,1,Doctor Dies, Lagos,1,0,2023-09,Sunday,2023
IBD028018,"Flood Disaster, Plateau",2023-09-17,2023-09-18,4,Flood Disaster, Plateau,4,1,2023-09,Sunday,2023
IBD028024,"Banditry, Sokoto",2023-09-17,2023-09-17,10,Banditry, Sokoto,10,0,2023-09,Sunday,2023
IBD028007,"Communal Clash, Osun",2023-09-17,2023-09-17,1,Communal Clash, Osun,1,0,2023-09,Sunday,2023
IBD028023,"Banditry, Kebbi",2023-09-17,2023-09-17,15,Banditry, Kebbi,15,0,2023-09,Sunday,2023
IBD028041,"Boko Haram Kill Farmers, Borno",2023-09-16,2023-09-16,2,Boko Haram Kill Farmers, Borno,2,0,2023-09,Saturday,2023
IBD028006,"Auto Crash, Kogi",2023-09-16,2023-09-16,1,Auto Crash, Kogi,1,0,2023-09,Saturday,2023
IBD028022,"Gunmen vs Boy, FCT (Abuja)",2023-09-16,2023-09-16,1,Gunmen vs Boy, FCT (Abuja),1,0,2023-09,Saturday,2023
IBD028001,"Assailant vs Man, Osun",2023-09-16,2023-09-16,1,Assailant vs Man, Osun,1,0,2023-09,Saturday,2023
IBD028015,"Auto Crash, Lagos",2023-09-16,2023-09-16,1,Auto Crash, Lagos,1,0,2023-09,Saturday,2023
IBD028021,"Banditry, Kaduna",2023-09-16,2023-09-16,1,Banditry, Kaduna,1,0,2023-09,Saturday,2023
IBD028040,"Brothers vs Journalist, Zamfara",2023-09-16,2023-09-16,1,Brothers vs Journalist, Zamfara,1,0,2023-09,Saturday,2023
IBD027996,"Auto Crash, Ekiti",2023-09-15,2023-09-15,3,Auto Crash, Ekiti,3,0,2023-09,Friday,2023
IBD028003,"Flooding, Lagos",2023-09-15,2023-09-15,1,Flooding, Lagos,1,0,2023-09,Friday,2023
IBD030670,"Police vs Man, Rivers",2023-09-15,2024-09-01,1,Police vs Man, Rivers,1,352,2023-09,Friday,2023
IBD028005,"Banditry, Kaduna",2023-09-15,2023-09-15,2,Banditry, Kaduna,2,0,2023-09,Friday,2023
IBD027997,"Auto Crash, Anambra",2023-09-15,2023-09-15,5,Auto Crash, Anambra,5,0,2023-09,Friday,2023
IBD028012,"Police vs Kidnappers, Bauchi",2023-09-15,2023-09-15,10,Police vs Kidnappers, Bauchi,10,0,2023-09,Friday,2023
IBD027990,"Man Kill Scavenger, FCT (Abuja)",2023-09-14,2023-09-14,1,Man Kill Scavenger, FCT (Abuja),1,0,2023-09,Thursday,2023
IBD027994,"Cultist vs Student, Anambra",2023-09-14,2023-09-14,1,Cultist vs Student, Anambra,1,0,2023-09,Thursday,2023
IBD028000,"Police vs IPOB/ESN, Ebonyi",2023-09-14,2023-09-14,1,Police vs IPOB/ESN, Ebonyi,1,0,2023-09,Thursday,2023
IBD027984,"Gunmen Attack, Sokoto",2023-09-14,2023-09-14,4,Gunmen Attack, Sokoto,4,0,2023-09,Thursday,2023
IBD028013,"Complication, Lagos",2023-09-14,2023-09-14,1,Complication, Lagos,1,0,2023-09,Thursday,2023
IBD027974,"Auto Crash, FCT (Abuja)",2023-09-13,2023-09-13,4,Auto Crash, FCT (Abuja),4,0,2023-09,Wednesday,2023
IBD027982,"Assailants vs LP Chieftain, Abia",2023-09-13,2023-09-13,1,Assailants vs LP Chieftain, Abia,1,0,2023-09,Wednesday,2023
IBD027986,"Auto Crash, Kogi",2023-09-13,2023-09-13,3,Auto Crash, Kogi,3,0,2023-09,Wednesday,2023
IBD027977,"ISWAP vs Fishermen, Borno",2023-09-13,2023-09-13,7,ISWAP vs Fishermen, Borno,7,0,2023-09,Wednesday,2023
IBD028016,"One Killed, Lagos",2023-09-13,2023-09-13,1,One Killed, Lagos,1,0,2023-09,Wednesday,2023
IBD028017,"Cult Killing, Ogun",2023-09-13,2023-09-17,16,Cult Killing, Ogun,16,4,2023-09,Wednesday,2023
IBD028051,"Man vs Wife, Borno",2023-09-12,2023-09-12,1,Man vs Wife, Borno,1,0,2023-09,Tuesday,2023
IBD028030,"Police vs Kidnappers, Delta",2023-09-12,2023-09-12,4,Police vs Kidnappers, Delta,4,0,2023-09,Tuesday,2023
IBD027978,"Domestic Violence, Delta",2023-09-12,2023-09-12,1,Domestic Violence, Delta,1,0,2023-09,Tuesday,2023
IBD027980,"Flood Disaster, Lagos",2023-09-12,2023-09-12,1,Flood Disaster, Lagos,1,0,2023-09,Tuesday,2023
IBD027975,"Farmers vs Herders, FCT (Abuja)",2023-09-12,2023-09-12,1,Farmers vs Herders, FCT (Abuja),1,0,2023-09,Tuesday,2023
IBD027987,"Mysterious Death, Lagos",2023-09-12,2023-09-12,1,Mysterious Death, Lagos,1,0,2023-09,Tuesday,2023
IBD028008,"Electrocution, Nasarawa",2023-09-12,2023-09-12,1,Electrocution, Nasarawa,1,0,2023-09,Tuesday,2023
IBD028014,"Man vs Girlfriend, Lagos",2023-09-12,2023-09-12,1,Man vs Girlfriend, Lagos,1,0,2023-09,Tuesday,2023
IBD027967,"Gunmen vs Man, FCT (Abuja)",2023-09-12,2023-09-12,1,Gunmen vs Man, FCT (Abuja),1,0,2023-09,Tuesday,2023
IBD027966,"Auto Crash, Lagos",2023-09-12,2023-09-12,1,Auto Crash, Lagos,1,0,2023-09,Tuesday,2023
IBD027976,"Electrocution, Anambra",2023-09-12,2023-09-12,1,Electrocution, Anambra,1,0,2023-09,Tuesday,2023
IBD027969,"NURTW Factional Clash, FCT (Abuja)",2023-09-12,2023-09-12,1,NURTW Factional Clash, FCT (Abuja),1,0,2023-09,Tuesday,2023
IBD027960,"Boat Mishap, Adamawa",2023-09-11,2023-09-11,11,Boat Mishap, Adamawa,11,0,2023-09,Monday,2023
IBD027955,"Gunmen Attack, Plateau",2023-09-11,2023-09-11,11,Gunmen Attack, Plateau,11,0,2023-09,Monday,2023
IBD027971,"Herdsmen Attack, Enugu",2023-09-11,2023-09-11,3,Herdsmen Attack, Enugu,3,0,2023-09,Monday,2023
IBD027963,"Police vs Kidnappers, Adamawa",2023-09-11,2023-09-11,2,Police vs Kidnappers, Adamawa,2,0,2023-09,Monday,2023
IBD027956,"Gunmen vs Vigilante, Delta",2023-09-11,2023-09-11,1,Gunmen vs Vigilante, Delta,1,0,2023-09,Monday,2023
IBD027972,"Banditry, Plateau",2023-09-11,2023-09-11,6,Banditry, Plateau,6,0,2023-09,Monday,2023
IBD027965,"NAF vs ISWAP, Borno",2023-09-11,2023-09-11,30,NAF vs ISWAP, Borno,30,0,2023-09,Monday,2023
IBD027981,"Assailant vs Woman, Lagos",2023-09-11,2023-09-11,1,Assailant vs Woman, Lagos,1,0,2023-09,Monday,2023
IBD027988,"Cultists vs Transport Worker, Lagos",2023-09-11,2023-09-11,1,Cultists vs Transport Worker, Lagos,1,0,2023-09,Monday,2023
IBD027957,"Communal Clash, Cross River",2023-09-11,2023-09-11,10,Communal Clash, Cross River,10,0,2023-09,Monday,2023
IBD028035,"Assailant vs Undergraduate, FCT (Abuja)",2023-09-11,2023-09-11,1,Assailant vs Undergraduate, FCT (Abuja),1,0,2023-09,Monday,2023
IBD027962,"Cult Killing, Edo",2023-09-10,2023-09-10,1,Cult Killing, Edo,1,0,2023-09,Sunday,2023
IBD027943,"Auto Crash, Ogun",2023-09-10,2023-09-10,2,Auto Crash, Ogun,2,0,2023-09,Sunday,2023
IBD027944,"Auto Crash, Niger",2023-09-10,2023-09-10,1,Auto Crash, Niger,1,0,2023-09,Sunday,2023
IBD027946,"Corpse Found, Zamfara",2023-09-10,2023-09-10,1,Corpse Found, Zamfara,1,0,2023-09,Sunday,2023
IBD027961,"Cultists vs Man, Edo",2023-09-10,2023-09-10,1,Cultists vs Man, Edo,1,0,2023-09,Sunday,2023
IBD027958,"Residents vs Tailor, Lagos",2023-09-10,2023-09-10,1,Residents vs Tailor, Lagos,1,0,2023-09,Sunday,2023
IBD027940,"Boat Accident, Niger",2023-09-10,2023-09-10,28,Boat Accident, Niger,28,0,2023-09,Sunday,2023
IBD027959,"Cult Killing, Osun",2023-09-10,2023-09-10,4,Cult Killing, Osun,4,0,2023-09,Sunday,2023
IBD027938,"Domestic Violence, Gombe",2023-09-10,2023-09-10,1,Domestic Violence, Gombe,1,0,2023-09,Sunday,2023
IBD027993,"Gunmen Attack, Kaduna",2023-09-10,2023-09-10,1,Gunmen Attack, Kaduna,1,0,2023-09,Sunday,2023
IBD027985,"Auto Crash, Kogi",2023-09-10,2023-09-10,5,Auto Crash, Kogi,5,0,2023-09,Sunday,2023
IBD027942,"Gunmen Attack, Taraba",2023-09-10,2023-09-10,1,Gunmen Attack, Taraba,1,0,2023-09,Sunday,2023
IBD027941,"Security Operatives vs Kidnapper, Anambra",2023-09-09,2023-09-09,1,Security Operatives vs Kidnapper, Anambra,1,0,2023-09,Saturday,2023
IBD027948,"Auto Crash, Kwara",2023-09-09,2023-09-09,1,Auto Crash, Kwara,1,0,2023-09,Saturday,2023
IBD027939,"Gunmen vs Villagers, Enugu",2023-09-09,2023-09-09,3,Gunmen vs Villagers, Enugu,3,0,2023-09,Saturday,2023
IBD027936,"Boat Mishap, Adamawa",2023-09-09,2023-09-09,11,Boat Mishap, Adamawa,11,0,2023-09,Saturday,2023
IBD027952,"Building Collapse, Ogun",2023-09-09,2023-09-09,2,Building Collapse, Ogun,2,0,2023-09,Saturday,2023
IBD027970,"Auto Crash, Kogi",2023-09-09,2023-09-09,1,Auto Crash, Kogi,1,0,2023-09,Saturday,2023
IBD027945,"Man vs Artisan, Edo",2023-09-09,2023-09-09,1,Man vs Artisan, Edo,1,0,2023-09,Saturday,2023
